12	3	summer
16	3	summer
17	3	summer
7	4	summer
10	4	summer
3	5	summer
6	5	summer
8	5	summer
9	5	summer
18	5	summer
13	6	summer
14	6	summer
19	4	winter
21	4	winter
22	4	winter
20	5	winter
23	5	winter
19	6	winter
21	6	winter
22	6	winter
19	1	spring
20	1	spring
21	1	spring
23	1	spring
15	2	spring
16	2	spring
19	2	spring
20	2	spring
21	2	spring
22	2	spring
18	1	winter
19	1	winter
21	1	winter
23	1	winter
1	2	winter
3	2	winter
6	2	winter
8	2	winter
9	2	winter
11	2	winter
12	2	winter
20	2	winter
21	2	winter
22	2	winter
20	3	winter
23	3	winter
18	3	spring
20	4	spring
21	4	spring
22	4	spring
23	4	spring
19	5	spring
0	6	spring
21	6	spring
22	6	spring
23	6	spring
14	0	summer
11	1	summer
12	1	summer
13	1	summer
14	1	summer
15	1	summer
16	1	summer
19	1	summer
20	1	summer
23	1	summer
2	3	fall
19	2	summer
20	2	summer
21	2	summer
22	2	summer
4	3	summer
15	3	summer
18	3	summer
13	4	summer
14	4	summer
20	4	summer
21	4	summer
22	4	summer
23	4	summer
11	5	summer
12	5	summer
16	5	summer
17	5	summer
22	6	summer
23	6	summer
4	3	fall
6	3	fall
7	2	fall
8	2	fall
9	2	fall
10	2	fall
11	2	fall
12	2	fall
13	2	fall
14	2	fall
15	2	fall
16	2	fall
17	2	fall
19	2	fall
20	2	fall
21	2	fall
22	2	fall
23	2	fall
0	3	fall
1	3	fall
5	3	fall
3	3	fall
7	3	fall
8	3	fall
9	3	fall
3	2	fall
4	2	fall
5	2	fall
6	2	fall
12	3	fall
13	3	fall
14	3	fall
15	3	fall
16	3	fall
18	3	fall
20	3	fall
19	3	fall
21	3	fall
22	3	fall
23	3	fall
0	4	fall
1	4	fall
2	4	fall
3	4	fall
4	4	fall
5	4	fall
6	4	fall
7	4	fall
8	4	fall
9	4	fall
10	4	fall
11	4	fall
13	4	fall
14	4	fall
15	4	fall
16	4	fall
17	4	fall
18	4	fall
19	4	fall
20	4	fall
21	4	fall
22	4	fall
23	4	fall
0	5	fall
1	5	fall
2	5	fall
3	5	fall
4	5	fall
5	5	fall
6	5	fall
8	5	fall
9	5	fall
10	5	fall
11	5	fall
12	5	fall
13	5	fall
14	5	fall
15	5	fall
16	5	fall
17	5	fall
18	5	fall
19	5	fall
20	5	fall
21	5	fall
2	6	fall
3	6	fall
4	6	fall
5	6	fall
7	6	fall
8	6	fall
9	6	fall
10	6	fall
11	6	fall
12	6	fall
13	6	fall
17	6	fall
18	6	fall
19	6	fall
20	6	fall
21	6	fall
22	6	fall
23	6	fall
0	0	fall
1	0	fall
2	0	fall
3	0	fall
8	0	fall
9	0	fall
10	0	fall
11	0	fall
23	0	fall
0	1	fall
1	1	fall
2	1	fall
3	1	fall
4	1	fall
14	1	fall
15	1	fall
16	1	fall
17	1	fall
18	1	fall
19	1	fall
20	1	fall
21	1	fall
23	1	fall
1	2	fall
2	2	fall
10	3	fall
11	3	fall
17	3	fall
12	4	fall
7	5	fall
22	5	fall
23	5	fall
3	2	summer
14	2	summer
3	4	summer
5	5	summer
19	5	summer
23	5	summer
0	6	summer
3	6	summer
4	6	summer
10	6	summer
19	6	summer
21	6	summer
2	0	summer
9	1	summer
21	1	summer
0	6	fall
1	6	fall
6	6	fall
14	6	fall
15	6	fall
16	6	fall
4	0	fall
5	0	fall
6	0	fall
7	0	fall
12	0	fall
13	0	fall
14	0	fall
15	0	fall
16	0	fall
17	0	fall
18	0	fall
19	0	fall
20	0	fall
21	0	fall
22	0	fall
5	1	fall
6	1	fall
7	1	fall
8	1	fall
9	1	fall
10	1	fall
11	1	fall
12	1	fall
13	1	fall
22	1	fall
0	2	fall
18	2	fall
